customer_id,gender,senior_citizen,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
7873-CVMAW,Male,0,No,No,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.550003051757812,6362.35009765625,no
6963-EZQEE,Male,1,Yes,No,70,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.550003051757812,6306.5,no
7826-VVKWT,Female,1,Yes,Yes,24,Tenure_12-24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.550003051757812,2263.449951171875,no
7641-TQFHN,Male,0,No,Yes,39,Tenure_24-48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55000305175781,3895.35009765625,no
8809-XKHMD,Male,0,Yes,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55000305175781,7325.10009765625,no
2798-NYLMZ,Male,0,Yes,No,71,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55000305175781,7616,no
6993-YGFJV,Male,0,Yes,No,69,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55000305175781,7806.5,no
3795-CAWEX,Male,0,Yes,Yes,70,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55000305175781,8152.2998046875,no
3764-MNMOI,Male,0,No,No,46,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.200000762939453,908.1500244140625,no
9565-AXSMR,Male,0,Yes,Yes,52,Tenure_48-60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.200000762939453,1054.75,no
3970-XGJDU,Female,0,No,No,62,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.200000762939453,1123.6500244140625,no
4475-NVTLU,Male,0,Yes,Yes,45,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.200000762939453,903.70001220703125,no
0613-WUXUM,Female,0,Yes,Yes,70,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.200000762939453,1401.4000244140625,no
3774-VBNXY,Female,0,Yes,Yes,64,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.200000762939453,1277.75,no
6980-IMXXE,Female,0,Yes,Yes,69,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.200000762939453,1412.6500244140625,no
1955-IBMMB,Male,0,No,No,59,Tenure_48-60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.200000762939453,1192.300048828125,no
4804-NCPET,Male,0,Yes,Yes,19,Tenure_12-24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.200000762939453,387.39999389648438,no
0902-XKXPN,Male,0,Yes,Yes,69,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.200000762939453,1376.5,no
2384-OVPSA,Female,1,No,No,38,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.200000762939453,735.9000244140625,no
0506-YLVKJ,Male,0,Yes,Yes,46,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.200000762939453,917.45001220703125,no
8577-QSOCG,Female,0,Yes,Yes,38,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.200000762939453,746.04998779296875,no
0625-AFOHS,Female,0,Yes,Yes,29,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.200000762939453,558.79998779296875,no
7033-CLAMM,Female,0,Yes,Yes,48,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.200000762939453,1027.25,no
7815-PDTHL,Male,0,No,No,35,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.200000762939453,684.4000244140625,no
3580-GICBM,Female,0,Yes,Yes,61,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.200000762939453,1445.199951171875,no
3460-TJBWI,Male,0,Yes,Yes,24,Tenure_12-24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.200000762939453,609.04998779296875,no
1705-GUHPV,Female,0,No,No,63,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.200000762939453,1618.199951171875,no
6024-RUGGH,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.200000762939453,1798.9000244140625,no
2706-QZIHY,Female,0,Yes,No,15,Tenure_12-24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.200000762939453,387.89999389648438,no
8874-EJNSR,Male,0,Yes,Yes,39,Tenure_24-48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.200000762939453,987.95001220703125,no
6976-BWGLQ,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.200000762939453,1787.3499755859375,no
9674-EHPPG,Male,0,Yes,No,46,Tenure_24-48,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.400001525878906,1842.699951171875,no
0848-SOMKO,Male,0,No,No,70,Tenure_gt_60,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.400001525878906,3442.800048828125,no
1209-VFFOC,Male,0,Yes,Yes,68,Tenure_gt_60,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.400001525878906,3948.449951171875,no
6695-FRVEC,Male,0,Yes,Yes,67,Tenure_gt_60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.400001525878906,3953.699951171875,no
8204-YJCLA,Male,1,Yes,Yes,72,Tenure_gt_60,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.800003051757812,4732.35009765625,no
5275-PMFUT,Male,0,Yes,Yes,72,Tenure_gt_60,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.800003051757812,4719.75,no
9926-PJHDQ,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.800003051757812,5468.4501953125,no
0942-KOWSM,Female,0,Yes,Yes,30,Tenure_24-48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.800003051757812,2369.300048828125,no
9675-ICXCT,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.800003051757812,5728.5498046875,no
0909-SELIE,Male,0,Yes,No,61,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.800003051757812,4860.85009765625,no
1298-PHBTI,Male,0,Yes,Yes,71,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.800003051757812,6152.39990234375,no
2126-GSEGL,Female,0,Yes,No,70,Tenure_gt_60,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.800003051757812,5917.5498046875,no
8565-WUXZU,Male,1,Yes,No,72,Tenure_gt_60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.800003051757812,6141.64990234375,no
9220-ZNKJI,Female,1,Yes,No,55,Tenure_48-60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.800003051757812,4805.2998046875,no
3552-CTCYF,Male,0,Yes,Yes,63,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.80000305175781,6597.25,no
5286-YHCVC,Male,0,Yes,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.80000305175781,7470.10009765625,no
0017-IUDMW,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.80000305175781,8456.75,no
1303-SRDOK,Female,0,Yes,Yes,55,Tenure_48-60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.050003051757812,3842.60009765625,no
9548-LIGTA,Male,0,Yes,No,61,Tenure_gt_60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.050003051757812,4747.64990234375,no
5997-OPVFA,Male,0,Yes,No,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.050003051757812,6254.4501953125,no
6369-MCAKO,Female,0,Yes,Yes,68,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.050003051757812,6185.7998046875,no
7322-OCWHC,Male,1,Yes,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.050003051757812,6735.0498046875,no
1095-WGNGG,Female,0,Yes,No,61,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05000305175781,5971.25,no
7516-GMHUV,Male,1,Yes,No,50,Tenure_48-60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05000305175781,5163.2998046875,no
6734-FQAJX,Male,1,No,No,67,Tenure_gt_60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05000305175781,7171.7001953125,no
3766-EJLFL,Female,0,Yes,Yes,68,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05000305175781,7508.5498046875,no
2307-FYNNL,Male,1,No,No,65,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05000305175781,7108.2001953125,no
3870-SPZSI,Female,0,Yes,Yes,70,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05000305175781,7869.0498046875,no
7665-NKLAV,Female,0,Yes,Yes,36,Tenure_24-48,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.650001525878906,1547.3499755859375,no
5135-RDDQL,Female,0,Yes,Yes,63,Tenure_gt_60,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.650001525878906,3221.25,no
3745-HRPHI,Male,0,Yes,Yes,66,Tenure_gt_60,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.650001525878906,3632,no
1716-LSAMB,Male,0,Yes,Yes,45,Tenure_24-48,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.650001525878906,2553.699951171875,no
6614-YOLAC,Female,0,Yes,Yes,71,Tenure_gt_60,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.650001525878906,4145.25,no
3563-SVYLG,Male,0,Yes,Yes,68,Tenure_gt_60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.650001525878906,4375.7998046875,no
3512-IZIKN,Female,0,Yes,No,70,Tenure_gt_60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.300003051757812,4759.75,yes
7054-DMVAS,Male,0,No,No,54,Tenure_48-60,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.300003051757812,3512.89990234375,no
8205-VSLRB,Male,0,Yes,No,70,Tenure_gt_60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.300003051757812,5498.2001953125,no
1265-ZFOSD,Female,0,Yes,No,64,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.300003051757812,5129.2998046875,no
0945-TSONX,Female,0,Yes,Yes,47,Tenure_24-48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.300003051757812,4107.25,no
6479-VDGRK,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.300003051757812,6129.2001953125,no
2211-RMNHO,Female,0,Yes,Yes,68,Tenure_gt_60,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.300003051757812,5560,no
2194-IIQOF,Female,0,Yes,No,71,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.300003051757812,6388.64990234375,no
7710-JSYOA,Female,0,Yes,Yes,69,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.300003051757812,6398.0498046875,no
0019-EFAEP,Female,0,No,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.30000305175781,7261.25,no
4884-TVUQF,Female,1,No,No,57,Tenure_48-60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.30000305175781,5779.60009765625,no
1163-VIPRI,Female,0,Yes,Yes,65,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.30000305175781,7337.5498046875,no
2599-CIPQE,Male,0,Yes,Yes,71,Tenure_gt_60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.30000305175781,7782.85009765625,no
1428-IEDPR,Male,0,No,No,52,Tenure_48-60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.30000305175781,5731.39990234375,no
4079-WWQQQ,Male,0,No,No,72,Tenure_gt_60,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.550003051757812,4807.4501953125,no
6625-IUTTT,Male,0,No,No,67,Tenure_gt_60,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.550003051757812,4361.5498046875,no
9565-FLVCG,Male,0,Yes,Yes,65,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.550003051757812,4459.14990234375,no
2192-OZITF,Female,0,No,No,45,Tenure_24-48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.550003051757812,3349.10009765625,no
8722-PRFDV,Female,0,Yes,Yes,71,Tenure_gt_60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.550003051757812,5574.35009765625,no
3398-GCPMU,Female,1,Yes,Yes,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.550003051757812,6448.85009765625,no
3428-MMGUB,Male,0,No,No,60,Tenure_48-60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.550003051757812,5231.2001953125,no
7164-BPTUT,Male,0,No,Yes,57,Tenure_48-60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.550003051757812,5012.35009765625,no
3363-DTIVD,Male,0,Yes,Yes,71,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,7405.5,no
0678-RLHVP,Female,0,No,No,53,Tenure_48-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,5682.25,no
0401-WDBXM,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55000305175781,7542.25,no
9802-CAQUT,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55000305175781,7887.25,no
0536-ACXIP,Female,0,Yes,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55000305175781,8165.10009765625,no
3518-FSTWG,Male,1,Yes,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55000305175781,7920.7001953125,no
8966-SNIZF,Female,0,Yes,No,70,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.450000762939453,1303.5,no
3279-DYZQM,Male,0,Yes,Yes,71,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.450000762939453,1378.449951171875,no
3546-GHEAE,Male,0,No,No,7,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.450000762939453,165.35000610351562,no
6479-SZPLM,Male,0,Yes,Yes,36,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.450000762939453,754.5,no
8347-GDTMP,Female,0,Yes,No,64,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.450000762939453,1225.6500244140625,no
5696-EXCYS,Male,0,No,No,17,Tenure_12-24,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.450000762939453,369.04998779296875,no
6848-HJTXY,Female,0,Yes,No,64,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.450000762939453,1208.5999755859375,no
6961-MJKBO,Male,0,No,No,47,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.450000762939453,943,no
1306-RPWXZ,Female,0,No,Yes,49,Tenure_48-60,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.450000762939453,1024.6500244140625,no
4884-LEVMQ,Male,0,Yes,No,39,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.450000762939453,790,no
8559-WNQZS,Male,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.450000762939453,20.450000762939453,no
3717-FDJFU,Male,0,No,Yes,5,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.450000762939453,106.90000152587891,no
8701-DGLVH,Male,0,No,No,51,Tenure_48-60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.450000762939453,1042.6500244140625,no
5124-EOGYE,Male,0,No,No,31,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.450000762939453,638.54998779296875,no
7268-WNTCP,Male,0,Yes,Yes,62,Tenure_gt_60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.450000762939453,1297.3499755859375,no
7945-PRBVF,Male,0,No,No,35,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.450000762939453,705.45001220703125,no
4652-ODEVH,Male,0,Yes,Yes,45,Tenure_24-48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.450000762939453,1088.25,no
5356-KZCKT,Male,0,No,No,58,Tenure_48-60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.450000762939453,1513.5999755859375,no
4195-PNGZS,Male,0,Yes,Yes,69,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.450000762939453,1718.199951171875,no
3612-YVGSJ,Female,0,Yes,No,71,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.450000762939453,1681.5999755859375,no
5075-JSDKI,Female,0,No,No,59,Tenure_48-60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.450000762939453,1493.0999755859375,no
9593-CVZKR,Female,0,Yes,Yes,56,Tenure_48-60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.450000762939453,1385.8499755859375,no
5846-ABOBJ,Male,0,Yes,No,71,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.450000762939453,1730.6500244140625,no
0402-OAMEN,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.450000762939453,1709.0999755859375,no
3261-CQXOL,Female,0,Yes,Yes,71,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.450000762939453,1813.3499755859375,no
5598-IKHQQ,Female,0,No,No,72,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.450000762939453,1866.449951171875,no
0603-TPMIB,Female,0,Yes,Yes,59,Tenure_48-60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.450000762939453,1534.050048828125,no
1241-EZFMJ,Male,0,Yes,No,61,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.450000762939453,1538.5999755859375,no
1635-NZATJ,Male,1,Yes,No,71,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.450000762939453,1789.6500244140625,no
4896-CPRPF,Male,0,Yes,Yes,35,Tenure_24-48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.450000762939453,809.25,no
8234-GSZYK,Male,0,No,No,43,Tenure_24-48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.450000762939453,1110.050048828125,no
7096-ZNBZI,Female,0,Yes,No,72,Tenure_gt_60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.450000762939453,1914.5,no
5472-CVMDX,Female,0,No,No,68,Tenure_gt_60,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.900001525878906,2719.199951171875,no
1814-WFGVS,Male,0,Yes,Yes,72,Tenure_gt_60,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.900001525878906,3527,no
5397-NSKQG,Male,0,Yes,Yes,67,Tenure_gt_60,No,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.900001525878906,3281.64990234375,no
9359-JANWS,Female,0,Yes,No,65,Tenure_gt_60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.900001525878906,3857.10009765625,no
7501-IWUNG,Female,0,Yes,Yes,61,Tenure_gt_60,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.800003051757812,4616.0498046875,no
0813-TAXXS,Male,0,No,No,55,Tenure_48-60,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.800003051757812,4323.35009765625,no
5893-PYOLZ,Male,0,No,No,56,Tenure_48-60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.800003051757812,4534.4501953125,no
7408-OFWXJ,Female,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.800003051757812,6510.4501953125,no
3258-SYSWS,Male,1,No,No,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.80000305175781,7845.7998046875,no
3557-HTYWR,Female,0,No,No,47,Tenure_24-48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.050003051757812,3496.300048828125,no
8374-UULRV,Male,0,No,No,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.050003051757812,6309.64990234375,no
2977-CEBSX,Female,0,No,No,66,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.050003051757812,5965.9501953125,no
1568-BEKZM,Male,1,Yes,No,70,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.050003051757812,6333.39990234375,no
1621-YNCJH,Female,0,Yes,No,36,Tenure_24-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05000305175781,3834.39990234375,no
7762-URZQH,Male,0,Yes,No,66,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05000305175781,6981.35009765625,yes
2988-QRAJY,Male,0,No,No,69,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05000305175781,7430.75,no
4376-KFVRS,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05000305175781,8468.2001953125,no
3892-NXAZG,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05000305175781,8289.2001953125,no
8242-PDSGJ,Male,0,Yes,No,70,Tenure_gt_60,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.150001525878906,2692.75,no
9867-XOBQA,Female,0,No,Yes,21,Tenure_12-24,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,53.150001525878906,1183.199951171875,no
5993-JSUWV,Female,0,No,No,66,Tenure_gt_60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.150001525878906,4017.449951171875,no
6169-PGNCD,Female,0,No,No,57,Tenure_48-60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.300003051757812,4166.35009765625,no
3071-MVJCD,Male,0,Yes,Yes,72,Tenure_gt_60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.300003051757812,5815.14990234375,no
